1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
1;2018.01;20180321;0000000017771900;0000000017955382;1.1;1.2;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.10;1.11
